id,code,name,user_type_id,chart_template_id/id,reconcile
account_52200000,52200000,ค่าใช้สอย,Expenses,nxpo_coa.chart,FALSE
account_52201000,52201000,ค่าจัดฝึกอบรมและสัมมนาในประเทศ,Expenses,nxpo_coa.chart,FALSE
account_52201001,52201001,ค่าวิทยากร พิธีกร และล่าม(บุคคลภายนอก)(จัดอบรมสัมมนาใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52201002,52201002,ค่าวิทยากร พิธีกร และล่าม(บุคคลภายใน)(จัดอบรมสัมมนาใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52201003,52201003,ค่าจัดการสถานที่(จัดอบรมสัมมนาใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52201004,52201004,ค่าเบี้ยเลี้ยงจัดสัมมนา(จัดอบรมสัมมนาใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52201005,52201005,ค่าตั๋วเครื่องบิน(จัดอบรมสัมมนาใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52201006,52201006,ค่าพาหนะ(จัดอบรมสัมมนาใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52201007,52201007,ค่าที่พัก(จัดอบรมสัมมนาใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52201008,52201008,ค่าวัสดุหนังสือ วารสาร และตำรา(จัดอบรมสัมมนาใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52201009,52201009,ค่าวัสดุที่ใช้ในการอบรม(จัดอบรมสัมมนาใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52201010,52201010,ค่าโฆษณา/สื่อสิ่งพิมพ์/ผลิตสื่อ (จัดอบรมสัมมนาใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52201011,52201011,ค่าเช่าอุปกรณ์(จัดอบรมสัมมนาใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52201012,52201012,ค่าอาหารเครื่องดื่ม(จัดอบรมสัมมนาใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52201013,52201013,ค่าของที่ระลึก ของรางวัล (จัดอบรมสัมมนาใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52201014,52201014,ค่าจ้าง Outsource(จัดอบรมสัมมนาในประเทศ),Expenses,nxpo_coa.chart,FALSE
account_52201015,52201015,ค่าบริการที่จอดรถ(จัดอบรมสัมมนาใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52201090,52201090,ค่าใช้จ่ายอื่น(จัดอบรมสัมมนาใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52202000,52202000,ค่าจัดฝึกอบรมและสัมมนาต่างประเทศ,Expenses,nxpo_coa.chart,FALSE
account_52202001,52202001,ค่าวิทยากร พิธีกร และล่าม(บุคคลภายนอก)(จัดอบรมสัมมนา ตปท.),Expenses,nxpo_coa.chart,FALSE
account_52202002,52202002,ค่าวิทยากร พิธีกร และล่าม(บุคคลภายใน)(จัดอบรมสัมมนา ตปท.),Expenses,nxpo_coa.chart,FALSE
account_52202003,52202003,ค่าจัดการสถานที่ (จัดอบรมสัมมนา ตปท.),Expenses,nxpo_coa.chart,FALSE
account_52202004,52202004,ค่าเบี้ยเลี้ยงจัดสัมมนา(จัดอบรมสัมมนา ตปท.),Expenses,nxpo_coa.chart,FALSE
account_52202005,52202005,ค่าตั๋วเครื่องบิน(จัดอบรมสัมมนา ตปท.),Expenses,nxpo_coa.chart,FALSE
account_52202006,52202006,ค่าพาหนะ (จัดอบรมสัมมนา ตปท.),Expenses,nxpo_coa.chart,FALSE
account_52202007,52202007,ค่าที่พัก (จัดอบรมสัมมนา ตปท.),Expenses,nxpo_coa.chart,FALSE
account_52202008,52202008,ค่าวัสดุหนังสือ วารสาร และตำรา (จัดอบรมสัมมนา ตปท.),Expenses,nxpo_coa.chart,FALSE
account_52202009,52202009,ค่าวัสดุที่ใช้ในการอบรม(จัดอบรมสัมมนา ตปท.),Expenses,nxpo_coa.chart,FALSE
account_52202010,52202010,ค่าโฆษณา/สื่อสิ่งพิมพ์/ผลิตสื่อ (จัดอบรมสัมมนา ตปท.),Expenses,nxpo_coa.chart,FALSE
account_52202011,52202011,ค่าเช่าอุปกรณ์(จัดอบรมสัมมนา ตปท.),Expenses,nxpo_coa.chart,FALSE
account_52202012,52202012,ค่าอาหารเครื่องดื่ม(จัดอบรมสัมมนา ตปท.),Expenses,nxpo_coa.chart,FALSE
account_52202013,52202013,ค่าของที่ระลึก ของรางวัล(จัดอบรมสัมมนา ตปท.),Expenses,nxpo_coa.chart,FALSE
account_52202014,52202014,ค่าจ้าง Outsource(จัดอบรมสัมมนาในต่างประเทศ),Expenses,nxpo_coa.chart,FALSE
account_52202015,52202015,ค่าพาหนะอื่นๆภายในประเทศ(จัดอบรมสัมมนา ตปท.),Expenses,nxpo_coa.chart,FALSE
account_52202016,52202016,ค่าลงทะเบียน(จัดอบรมสัมมนา ตปท.),Expenses,nxpo_coa.chart,FALSE
account_52202090,52202090,ค่าใช้จ่ายอื่น(จัดอบรมสัมมนา ตปท.),Expenses,nxpo_coa.chart,FALSE
account_52203000,52203000,ค่าใช้จ่ายในการไปปฎิบัติงานนอกสถานที่ ในประเทศ,Expenses,nxpo_coa.chart,FALSE
account_52203001,52203001,ตั๋วเครื่องบิน(ปฎิบัติงานใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52203002,52203002,ค่าพาหนะอื่น ๆ(ปฎิบัติงานใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52203003,52203003,ค่าเบี้ยเลี้ยง(ปฎิบัติงานใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52203004,52203004,ค่าที่พัก(ปฎิบัติงานใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52203005,52203005,ค่าอาหารเครื่องดื่ม(ปฎิบัติงานใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52203006,52203006,ค่าของที่ระลึก ของรางวัล (ปฎิบัติงานใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52203090,52203090,ค่าใช้จ่ายอื่น(ปฎิบัติงานใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52203091,52203091,ค่าใช้จ่ายในการดินทางปฏิบัติงานในประเทศ(ปฎิบัติงานใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52203092,52203092,ค่าลงทะเบียน(ปฏิบัติงานใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52204000,52204000,ค่าใช้จ่ายในการไปปฎิบัติงานนอกสถานที่ ในต่างประเทศ,Expenses,nxpo_coa.chart,FALSE
account_52204001,52204001,ตั๋วเครื่องบิน(ปฎิบัติงาน ตปท.),Expenses,nxpo_coa.chart,FALSE
account_52204002,52204002,ค่าพาหนะอื่น ๆ(ปฎิบัติงาน ตปท.),Expenses,nxpo_coa.chart,FALSE
account_52204003,52204003,ค่าเบี้ยเลี้ยง(ปฎิบัติงาน ตปท.),Expenses,nxpo_coa.chart,FALSE
account_52204004,52204004,ค่าที่พัก(ปฎิบัติงาน ตปท.),Expenses,nxpo_coa.chart,FALSE
account_52204005,52204005,ค่าอาหารเครื่องดื่ม(ปฎิบัติงาน ตปท.),Expenses,nxpo_coa.chart,FALSE
account_52204006,52204006,ค่าของที่ระลึก ของรางวัล(ปฎิบัติงาน ตปท.),Expenses,nxpo_coa.chart,FALSE
account_52204007,52204007,ค่าพาหนะอื่นๆภายในประเทศ(ปฎิบัติงาน ตปท.),Expenses,nxpo_coa.chart,FALSE
account_52204008,52204008,ค่าลงทะเบียน(ปฎิบัติงาน ตปท.),Expenses,nxpo_coa.chart,FALSE
account_52204090,52204090,ค่าใช้จ่ายอื่น(ปฎิบัติงาน ตปท.),Expenses,nxpo_coa.chart,FALSE
account_52204091,52204091,ค่าใช้จ่ายในการเดินทางปฏิบัติงานต่างประเทศ(ปฎิบัติงาน ตปท.),Expenses,nxpo_coa.chart,FALSE
account_52205000,52205000,ค่าธรรมเนียม,Expenses,nxpo_coa.chart,FALSE
account_52205001,52205001,ค่าภาษีและค่าธรรมเนียม,Expenses,nxpo_coa.chart,FALSE
account_52205003,52205003,ค่าธรรมเนียมธนาคาร,Expenses,nxpo_coa.chart,FALSE
account_52205090,52205090,ค่าธรรมเนียมอื่น,Expenses,nxpo_coa.chart,FALSE
account_52206000,52206000,ค่าซ่อมแซมและบำรุงรักษา,Expenses,nxpo_coa.chart,FALSE
account_52206001,52206001,ค่าซ่อมแซม/บำรุง อาคาร,Expenses,nxpo_coa.chart,FALSE
account_52206002,52206002,ค่าซ่อมแซม/บำรุง ครุภัณฑ์และอุปกรณ์,Expenses,nxpo_coa.chart,FALSE
account_52206004,52206004,ค่าบำรุงรักษาเครือข่าย,Expenses,nxpo_coa.chart,FALSE
account_52206005,52206005,ค่าซ่อมแซม/บำรุง/ตกแต่งสำนักงาน,Expenses,nxpo_coa.chart,FALSE
account_52207000,52207000,ค่ารับรองและพิธีการ,Expenses,nxpo_coa.chart,FALSE
account_52207001,52207001,ค่าอาหารและเครื่องดื่ม(รับรองใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52207002,52207002,ค่ารับรองและพิธีการ (ในปท.),Expenses,nxpo_coa.chart,FALSE
account_52207003,52207003,ค่าตั๋วเครื่องบิน(รับรองใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52207004,52207004,ค่าที่พัก(รับรองใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52207005,52207005,ค่าเบี้ยประชุม(รับรองใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52207006,52207006,ค่าพาหนะ(รับรองใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52207007,52207007,ค่าใช้จ่ายอื่นๆ (รับรองใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52207008,52207008,ค่าวัสดุที่ใช้ในการประชุม (รับรองใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52207009,52207009,ค่าวัสดุหนังสือ วารสาร และตำรา(รับรองใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52207010,52207010,ค่าเบี้ยเลี้ยง (รับรองใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52207011,52207011,ค่าเบี้ยประชุม-สภาและกอวช. (รับรองใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52207012,52207012,ค่าเบี้ยประชุม-กรรมการประเมินฯ (รับรองใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52207013,52207013,ค่าเบี้ยประชุม-อนุกรรมการภายใต้ กอวช. (รับรองใน ปท.),Expenses,nxpo_coa.chart,FALSE
account_52207101,52207101,ค่าอาหารและเครื่องดื่ม(รับรองใน ตปท.),Expenses,nxpo_coa.chart,FALSE
account_52207102,52207102,ค่าของที่ระลึก ของรางวัลและพิธีการ (รับรองใน ตปท.),Expenses,nxpo_coa.chart,FALSE
account_52207103,52207103,ค่าตั๋วเครื่องบิน(รับรองใน ตปท.),Expenses,nxpo_coa.chart,FALSE
account_52207104,52207104,ค่าที่พัก(รับรองใน ตปท.),Expenses,nxpo_coa.chart,FALSE
account_52207105,52207105,ค่าเบี้ยประชุม(รับรองใน ตปท.),Expenses,nxpo_coa.chart,FALSE
account_52207106,52207106,ค่าพาหนะ(รับรองใน ตปท.),Expenses,nxpo_coa.chart,FALSE
account_52208000,52208000,ค่าเบี้ยประกันภัย,Expenses,nxpo_coa.chart,FALSE
account_52208001,52208001,ค่าเบี้ยประกันภัย-บุคคล,Expenses,nxpo_coa.chart,FALSE
account_52208003,52208003,ค่าเบี้ยประกันภัย,Expenses,nxpo_coa.chart,FALSE
account_52209000,52209000,ค่าใช้จ่ายบริหารอาคาร,Expenses,nxpo_coa.chart,FALSE
account_52209002,52209002,ค่าบริการรักษาความปลอดภัย,Expenses,nxpo_coa.chart,FALSE
account_52209003,52209003,ค่าบริการรักษาความสะอาด,Expenses,nxpo_coa.chart,FALSE
account_52209005,52209005,ค่าบริการพื้นที่เช่าสำนักงาน,Expenses,nxpo_coa.chart,FALSE
account_52210000,52210000,ค่าเช่าทรัพย์สิน,Expenses,nxpo_coa.chart,FALSE
account_52210002,52210002,ค่าเช่าสำนักงาน/สถานที่,Expenses,nxpo_coa.chart,FALSE
account_52210003,52210003,ค่าเช่ารถ/พนักงานขับรถ,Expenses,nxpo_coa.chart,FALSE
account_52210004,52210004,ค่าเช่าอุปกรณ์สำนักงาน,Expenses,nxpo_coa.chart,FALSE
account_52210005,52210005,ค่าเช่าอุปกรณ์คอมพิวเตอร์,Expenses,nxpo_coa.chart,FALSE
account_52210006,52210006,ค่าเช่าเครื่องถ่ายเอกสาร,Expenses,nxpo_coa.chart,FALSE
account_52210007,52210007,ค่าเช่าที่พัก,Expenses,nxpo_coa.chart,FALSE
account_52210008,52210008,ค่าเช่าห้องปฎิบัติการ,Expenses,nxpo_coa.chart,FALSE
account_52210009,52210009,ค่าจอดรถ,Expenses,nxpo_coa.chart,FALSE
account_52210090,52210090,ค่าเช่าทรัพย์สิน อื่นๆ,Expenses,nxpo_coa.chart,FALSE
account_52211000,52211000,ค่าเช่าและบริการเครือข่าย,Expenses,nxpo_coa.chart,FALSE
account_52211001,52211001,ค่าบริการอินเทอร์เน็ต,Expenses,nxpo_coa.chart,FALSE
account_52211002,52211002,ค่าบริการฐานข้อมูลในประเทศและต่างประเทศ,Expenses,nxpo_coa.chart,FALSE
account_52211003,52211003,ค่าเช่าและบริการเครือข่าย,Expenses,nxpo_coa.chart,FALSE
account_52212000,52212000,ค่าบริการเทคนิคและวิเคราะห์,Expenses,nxpo_coa.chart,FALSE
account_52212003,52212003,ค่าจ้างรวบรวม/วิเคราะห์ข้อมูล/จัดทำรายงาน,Expenses,nxpo_coa.chart,FALSE
account_52213000,52213000,ค่าโฆษณาและประชาสัมพันธ์,Expenses,nxpo_coa.chart,FALSE
account_52213001,52213001,ค่าโฆษณา/สื่อสิ่งพิมพ์/ผลิตสื่อ,Expenses,nxpo_coa.chart,FALSE
account_52215000,52215000,ผลต่างจากการปรับมูลค่าทางบัญชี,Expenses,nxpo_coa.chart,FALSE
account_52215002,52215002,ผลต่างจากการปรับยอดภาษีเงินได้ หัก ณ ที่จ่าย,Expenses,nxpo_coa.chart,FALSE
account_52216000,52216000,ค่าใช้สอยอื่น,Expenses,nxpo_coa.chart,FALSE
account_52216001,52216001,ค่าถ่ายเอกสาร/พิมพ์เขียว,Expenses,nxpo_coa.chart,FALSE
account_52216002,52216002,ค่าจ้างบริการรับส่งเอกสารและพัสดุ,Expenses,nxpo_coa.chart,FALSE
account_52216003,52216003,ค่าจ้างทำบัญชี,Expenses,nxpo_coa.chart,FALSE
account_52216004,52216004,ค่าจ้างบริการอื่น,Expenses,nxpo_coa.chart,FALSE
account_52216008,52216008,ค่าจ้างพัฒนาสื่อการเรียนรู้/เว็บไซด์,Expenses,nxpo_coa.chart,FALSE
account_52216009,52216009,ค่าจ้างประเมินสินทรัพย์,Expenses,nxpo_coa.chart,FALSE
account_52216090,52216090,ค่าใช้สอยอื่นๆ,Expenses,,FALSE
account_52218000,52218000,ค่าใช้จ่ายในการจัดประชุม,Expenses,,FALSE
account_52218001,52218001,ค่าวิทยากร พิธีกร และล่าม(บุคคลภายนอก)(จัดประชุม),Expenses,,FALSE
account_52218002,52218002,ค่าวิทยากร พิธีกร และล่าม(บุคคลภายใน)(จัดประชุมใน ปท.),Expenses,,FALSE
account_52218003,52218003,ค่าจัดการสถานที่(จัดประชุมใน ปท.),Expenses,,FALSE
account_52218004,52218004,ค่าเบี้ยเลี้ยงจัดประชุม(จัดประชุมใน ปท.),Expenses,,FALSE
account_52218005,52218005,ค่าตั๋วเครื่องบิน(จัดประชุมใน ปท.),Expenses,,FALSE
account_52218006,52218006,ค่าพาหนะ(จัดประชุมใน ปท.),Expenses,,FALSE
account_52218007,52218007,ค่าที่พัก(จัดประชุมใน ปท.),Expenses,,FALSE
account_52218008,52218008,ค่าวัสดุหนังสือ วารสาร และตำรา(จัดประชุมใน ปท.),Expenses,,FALSE
account_52218009,52218009,ค่าวัสดุที่ใช้ในการประชุม(จัดประชุมใน ปท.),Expenses,,FALSE
account_52218010,52218010,ค่าโฆษณา/สื่อสิ่งพิมพ์/ผลิตสื่อ (จัดประชุมใน ปท.),Expenses,,FALSE
account_52218011,52218011,ค่าเช่าอุปกรณ์(จัดประชุมใน ปท.),Expenses,,FALSE
account_52218012,52218012,ค่าอาหารเครื่องดื่ม(จัดประชุมใน ปท.),Expenses,,FALSE
account_52218013,52218013,ค่าของที่ระลึก ของรางวัล (จัดประชุมใน ปท.),Expenses,,FALSE
account_52218014,52218014,ค่าจ้าง Outsource(จัดประชุมใน ปท.),Expenses,,FALSE
account_52218015,52218015,ค่าบริการที่จอดรถ(จัดประชุมใน ปท.),Expenses,,FALSE
account_52218090,52218090,ค่าใช้จ่ายอื่น(จัดประชุมใน ปท.),Expenses,,FALSE
account_52300000,52300000,ค่าวัสดุ,Expenses,,FALSE
account_52300101,52300101,ค่าวัสดุสำนักงาน,Expenses,,FALSE
account_52300201,52300201,ค่าวัสดุโฆษณาและเผยแพร่,Expenses,,FALSE
account_52300401,52300401,ค่าวัสดุงานบ้านและงานครัว,Expenses,,FALSE
account_52300501,52300501,ค่าวัสดุหนังสือ วารสาร และตำรา,Expenses,,FALSE
account_52300601,52300601,ค่าวัสดุหนังสือ วารสาร และตำรา (สำหรับขาย),Expenses,,FALSE
account_52300801,52300801,ค่าวัสดุคอมพิวเตอร์,Expenses,,FALSE
account_52300901,52300901,ค่าวัสดุอุปกรณ์ทางการแพทย์,Expenses,,FALSE
account_52301001,52301001,ค่าวัสดุไฟฟ้าและวิทยุ,Expenses,,FALSE
account_52301301,52301301,ค่าเชื้อเพลิง/หล่อลื่น,Expenses,,FALSE
account_52301401,52301401,ค่าวัสดุความปลอดภัย,Expenses,,FALSE
account_52304001,52304001,ค่าวัสดุอื่น,Expenses,,FALSE
account_52305001,52305001,ค่าครุภัณฑ์มูลค่าต่ำ (อายุการใช้งาน > 1 ปี),Expenses,,FALSE
account_52400000,52400000,ค่าสาธารณูปโภค,Expenses,,FALSE
account_52400101,52400101,ค่าไฟฟ้า,Expenses,,FALSE
account_52400201,52400201,ค่าประปา,Expenses,,FALSE
account_52400301,52400301,ค่าโทรศัพท์ประจำสำนักงาน,Expenses,,FALSE
account_52400401,52400401,ค่าโทรศัพท์มือถือ (รวม Air Card),Expenses,,FALSE
account_52400501,52400501,ค่าไปรษณีย์,Expenses,,FALSE
account_52400601,52400601,ค่าบริการโทรคมนาคม,Expenses,,FALSE
account_52500000,52500000,เงินอุดหนุน,Expenses,,FALSE
account_52510000,52510000,เงินอุดหนุนการวิจัย,Expenses,,FALSE
account_52510101,52510101,เงินอุดหนุนโครงการ,Expenses,,FALSE
account_52510102,52510102,เงินอุดหนุนโครงการวิจัย บพท. (PMU A),Expenses,,FALSE
account_52510103,52510103,เงินอุดหนุนโครงการวิจัย บพค. (PMU B),Expenses,,FALSE
account_52510104,52510104,เงินอุดหนุนโครงการวิจัย บพข. (PMU C),Expenses,,FALSE
account_52510401,52510401,เงินสนับสนุนนักเรียนทุน,Expenses,,FALSE
account_52520000,52520000,เงินอุดหนุนประชุม/สัมมนา/ฝึกอบรม,Expenses,,FALSE
account_52520101,52520101,อุดหนุนการเข้าร่วมประชุมสัมมนา,Expenses,,FALSE
account_52520201,52520201,อุดหนุนเพื่อจัดประชุม/สัมมนา/ฝึกอบรม,Expenses,,FALSE
account_52590000,52590000,เงินอุดหนุนอื่นๆ,Expenses,,FALSE
account_52599901,52599901,เงินอุดหนุนอื่นๆ,Expenses,,FALSE
account_52600000,52600000,รายจ่ายอื่น,Expenses,,FALSE
account_52602000,52602000,ค่าจ้างที่ปรึกษา/ศึกษา,Expenses,,FALSE
account_52602001,52602001,ค่าจ้างบริหารงาน/ประสานงาน,Expenses,,FALSE
account_52602002,52602002,ค่าจ้างที่ปรึกษา/ผู้เชี่ยวชาญ,Expenses,,FALSE
account_52602003,52602003,ค่าศึกษา/ประเมิน โครงการ,Expenses,,FALSE
account_52603000,52603000,ค่าสอบ,Expenses,,FALSE
account_52603001,52603001,ค่าสอบบัญชี,Expenses,,FALSE
account_52604000,52604000,ค่าสมาชิก,Expenses,,FALSE
account_52604001,52604001,ค่าสมาชิก,Expenses,,FALSE
account_52605000,52605000,ค่าจัดหาครุภัณฑ์-อุปกรณ์/จ้างบริการ สำหรับงานรับจ้าง,Expenses,,FALSE
account_52605051,52605051,ค่าจ้างบริการ-IT Outsource,Expenses,,FALSE
account_52606000,52606000,ค่าบริหารจัดการ,Expenses,,FALSE
account_52606001,52606001,ค่าบริหารจัดการโครงการ,Expenses,,FALSE
account_52701900,52701900,ดอกเบี้ยจ่าย,Expenses,,FALSE
account_52900000,52900000,กำไร/ขาดทุน อัตราแลกเปลี่ยนเงินตรา ตปท,Expenses,,FALSE
account_52900100,52900100,กำไร/ขาดทุน อัตราแลกเปลี่ยนเงินตรา ตปท,Expenses,,FALSE
account_53000000,53000000,กำไร/ขาดทุน จากการจำหน่ายครุภัณฑ์และอุปกรณ์,Expenses,,FALSE
account_53000101,53000101,กำไร/ขาดทุน จากการจำหน่ายครุภัณฑ์และอุปกรณ์,Expenses,,FALSE
account_53000201,53000201,ส่วนเพิ่ม (ลด) จากเงินร่วมทุน,Expenses,,FALSE
account_90000002,90000002,บัญชีพักสินทรัพย์/ยอดยกมา,Expenses,,FALSE
